Language Name,percent
Smarty,0.0100438639243591%
JavaScript,98.68328282515925%
TypeScript,1.0170697012802277%
Less,0.19048797080833693%
Shell,0.10915950275218009%
Java,90.20393103670615%
PLpgSQL,5.894286372716538%
FreeMarker,3.9017825905773087%
Jupyter Notebook,96.29112767900763%
Python,3.7088723209923744%
HTML,98.38126896950426%
Shell,1.6187310304957365%
Elixir,88.06409981148502%
JavaScript,9.661687574763059%
HTML,1.1010076939592628%
CSS,0.8026042907802255%
Earthly,0.2424859439551339%
Euphoria,0.11702556867112276%
Shell,0.011089116386174939%
JavaScript,99.43538960947073%
HTML,0.5646103905292621%
Jupyter Notebook,97.06644222756685%
Python,2.9335577724331534%
C++,86.63511108081016%
JavaScript,6.424619143886853%
HTML,3.5264940513187577%
Shell,2.3713708107455123%
Python,0.8959596998976258%
CMake,0.06917176352552112%
Makefile,0.0349204380046487%
Dockerfile,0.023834871719382183%
Go,0.01099514567935081%
CSS,0.007522994412187395%
Rust,76.96445788584609%
Python,20.45485577609708%
Shell,2.1958067639825543%
C,0.37475667104541077%
Ruby,0.010122903028866754%
C++,38.97208321288122%
Rust,12.124618265441784%
Python,7.690992274487725%
Java,6.53671313746646%
C#,6.451237573930113%
Swift,5.823016117223326%
Dart,4.835978138042237%
Kotlin,4.566134390244616%
TypeScript,3.0683440160057915%
PHP,2.381068891336198%
JavaScript,2.23945178622386%
Go,1.8371794234202512%
CMake,1.2985025287628995%
Lua,1.2292763645173757%
Shell,0.44112730938936034%
Starlark,0.4307287576336939%
Batchfile,0.04163409916495108%
Ruby,0.011901155781741047%
Roff,0.008616702733595752%
Makefile,0.006396040146388206%
C,0.004999815166407412%
Go,99.72453159330044%
Shell,0.15788369602420146%
PowerShell,0.11758471067536683%
JavaScript,88.73768390566549%
HTML,7.815929630704704%
CSS,3.446386463629811%
Vue,55.840319052430054%
JavaScript,36.36055412453239%
Less,7.085688453615129%
CSS,0.5788817388296759%
HTML,0.12325508721150724%
Shell,0.011301543381239742%
C#,100.0%
Python,99.99450791699022%
Shell,0.005492083009783535%
Python,99.16010220620315%
Shell,0.8398977937968516%
TypeScript,98.52006079847465%
JavaScript,1.479939201525358%
TypeScript,88.3712377187436%
CSS,9.541831911428204%
Swift,0.9330403164003123%
HTML,0.862382894381648%
Shell,0.15109817939375933%
JavaScript,0.14040897965247418%
JavaScript,99.28537810387597%
TypeScript,0.7146218961240345%
Go,92.96396265956616%
Shell,2.0487327897303214%
Makefile,1.752642972418445%
Bicep,0.7885264999601734%
Python,0.7010650365639142%
Java,0.7003587528756536%
Dockerfile,0.338819980451637%
Mustache,0.3139823374144759%
C#,0.28989021604825643%
PHP,0.10201875497096193%
Go,100.0%
TypeScript,99.391692673759%
JavaScript,0.45485111298860287%
HTML,0.13000672448574926%
Shell,0.023449488766660344%
Go,99.65319209209295%
JavaScript,0.34680790790704863%
CoffeeScript,81.78495642595652%
JavaScript,18.117953639809507%
CSS,0.06165565166682865%
HTML,0.0354342825671429%
HTML,44.25253857171798%
SCSS,26.476814319072783%
Less,16.94070564652277%
JavaScript,12.329941462686461%
JavaScript,98.75032097920055%
Shell,1.2496790207994521%
TypeScript,97.95493924073797%
JavaScript,0.9557220599619193%
Java,0.45618463495788897%
Objective-C,0.32757861959488016%
CSS,0.15126274985948468%
Ruby,0.05998225222464443%
Shell,0.05061456392321691%
Starlark,0.04371587873999509%
Shell,100.0%
TypeScript,94.32369709336439%
CSS,2.6087032674472574%
JavaScript,2.581029364113253%
HTML,0.3651904332367082%
Shell,0.06638233774422657%
Dockerfile,0.054997504094161334%
JavaScript,52.747837738873784%
Python,38.68152927830225%
CSS,4.009475958467255%
CoffeeScript,3.979833866908594%
HTML,0.5592368931495065%
Dockerfile,0.020527544689019586%
Batchfile,0.0015587196095909338%
Crystal,98.3202408820886%
JavaScript,0.5323641884435395%
Shell,0.30427471001344897%
HTML,0.2638418711253767%
C++,0.20348971142855263%
CSS,0.13930726471067895%
PowerShell,0.09009858921113274%
Makefile,0.07302227380463963%
Nix,0.03478339406943588%
Python,0.019416538502886153%
C,0.01704889091708224%
Ruby,0.0012158190305479558%
C,70.01633096370786%
C++,25.02867631825263%
HTML,3.4522652752134104%
Python,0.5689412897137077%
Berry,0.5469109790163464%
Makefile,0.15452430776907022%
Processing,0.10442199089358713%
Shell,0.03394837099698836%
CMake,0.03152684690597349%
CSS,0.023826143748967396%
Meson,0.01762909445659973%
JavaScript,0.005927674334626752%
Roff,0.004117588639753951%
Yacc,0.0040320727801536616%
XSLT,0.0029103897550631945%
PHP,0.002040978515793582%
sed,0.0014124369477314525%
Rust,76.4911580926732%
JavaScript,13.540721657986957%
TypeScript,7.622836757982308%
SCSS,1.8381840238363367%
Liquid,0.47643432636407396%
CSS,0.01596986568818125%
HTML,0.014695275468936737%
TypeScript,93.25924347978997%
SCSS,5.24018472207306%
Harbour,0.5035541178317225%
JavaScript,0.38293952629858363%
Shell,0.14876193016391548%
HTML,0.1348062790398512%
CSS,0.13442271991804816%
Makefile,0.1071605177222017%
Jsonnet,0.03770681212802142%
Dockerfile,0.03336964359686402%
NSIS,0.017850251437756617%
JavaScript,82.55787355166237%
Stylus,16.211788882596338%
HTML,1.2303375657412925%
Kotlin,60.00715139246522%
Java,39.99284860753478%
C++,60.06555429718195%
PHP,35.38489967311724%
C,3.467935339792736%
M4,0.5624114000824333%
Shell,0.20512756878975574%
CMake,0.14073699704507642%
PLpgSQL,0.08308731327991822%
Python,0.052904232774599796%
Go,0.010396394396276347%
Makefile,0.010362857640159326%
Dockerfile,0.010346089262100816%
JavaScript,0.006237836637765807%
Java,97.74548604553777%
Shell,2.2545139544622255%
Python,100.0%
Python,77.74984730317456%
Go,14.164126835047528%
Shell,5.9316961778219754%
SaltStack,0.8069144805699044%
HTML,0.7080835704354391%
Dockerfile,0.47113492874659696%
CSS,0.16819670420399682%
TypeScript,92.41361012164695%
JavaScript,6.647413228879591%
SCSS,0.2845313577830612%
Shell,0.23935817834611425%
CSS,0.15171906643486455%
Starlark,0.14057495324989017%
Groovy,0.07286472507493633%
EJS,0.014251412877101381%
Perl,0.00913714474321215%
Dockerfile,0.008887577398004153%
ANTLR,0.006546114215948241%
Python,0.005506126114723278%
Batchfile,0.003215321378858837%
HTML,0.0022058773407787344%
JavaScript,96.3235080164111%
CSS,3.676491983588908%
JavaScript,95.83222561158917%
HTML,3.1109172950195623%
GLSL,0.8874209412652729%
CSS,0.1694361521259927%
JavaScript,98.91812001182383%
HTML,1.081879988176175%
C++,40.67648219694266%
Hack,29.352378356735297%
OCaml,14.781078306863634%
Rust,9.59772835834933%
C,1.9285096462493927%
Python,1.355448947841097%
PHP,1.2308675503359097%
CMake,0.7880698309498921%
Shell,0.11836852021187182%
Assembly,0.061300488787636914%
Roff,0.030952456176642475%
LLVM,0.017908846389571343%
TypeScript,0.013604753640611032%
XSLT,0.011858641117627826%
Standard ML,0.01084380648888545%
Yacc,0.007635138177420584%
Perl,0.006815808455097694%
GDB,0.0033056745627417106%
CSS,0.002204280509783073%
Makefile,0.0019147541598183364%
HTML,0.0011282573225429946%
Starlark,0.0010342358789977451%
Python,87.58480679706908%
Jupyter Notebook,7.894599503162642%
Shell,2.4194726843830243%
MATLAB,1.0766549067908064%
TeX,1.0244661085944513%
JavaScript,79.56211874612808%
HTML,10.156520660738595%
Roff,7.20726614485528%
WebIDL,3.0293238732975665%
Python,0.04056088940416452%
CSS,0.0042096855763088%
TypeScript,96.11788328740349%
JavaScript,1.675178822752788%
HTML,1.2817996926514685%
CSS,0.9251381971922537%
Go,98.90350536900254%
HTML,0.5648314815964248%
Shell,0.44166252870709455%
TeX,0.09000062069393581%
Go,98.84394182916675%
Shell,0.7050276589015189%
Makefile,0.4510305119317338%
Rust,92.07758490214569%
Shell,7.922415097854307%
